meanfreq,sd,median,Q25,Q75,IQR,sp.ent,sfm,centroid,kurt,skew,label
2.825641309243514e-20,1.3535543511285375e-19,5.176746065865452e-21,3.337416009920262e-21,1.955805221815793e-20,1.6220636208237667e-20,7.807535276979734e-16,35390197.084998205,499.656540395657,184.32472724616105,12.794619944210892,male
9.477076404926049e-21,1.3876630393499153e-19,1.1830950696458313e-21,8.51855596607397e-22,2.126454264813447e-21,1.2745986682060501e-21,2.618612789159077e-16,105517774.3377991,499.9380107812434,489.8681950282618,22.123720158525998,male
2.715599618983555e-20,1.7950137162487938e-19,6.826720011074608e-21,5.264109744397872e-21,1.2564170884599295e-20,7.300061140201422e-21,7.503478711872866e-16,36824280.72847782,499.9340204612481,385.8801683188239,18.86168658586014,male
1.3486377137196851e-20,1.7304480602445114e-19,2.0371518663565483e-21,1.5824058476611204e-21,3.733720087555253e-21,2.151314239894133e-21,3.7264234132893244e-16,74148898.79716147,499.9747345220458,484.73348664583915,21.9562602975452,male
1.906313663892182e-20,1.7386973596377505e-19,3.914546091680019e-21,2.5469743057376612e-21,7.645527478311845e-21,5.098553172574184e-21,5.267339004118476e-16,52457265.45448916,499.8554218275364,454.20412366558963,20.981240446483007,male
1.738265067330105e-20,1.3622230618946459e-19,3.459170739224769e-21,2.396796598932303e-21,8.164654402615214e-21,5.7678578036829106e-21,4.803003689461434e-16,57528626.45503164,499.7869073932085,426.0804280377157,20.10039246101741,male
1.9910895120028565e-20,1.5676507008594513e-19,4.5996473150454116e-21,3.5646800129249355e-21,8.470606606096778e-21,4.905926593171842e-21,5.501583385268568e-16,50223760.10132145,499.9590884275878,430.5289906296635,20.239932800287495,male
3.5776987530054706e-20,1.7222447988910664e-19,5.771738804881405e-21,2.4811746522568753e-21,2.3810238866918085e-20,2.1329064214661208e-20,9.885546669660232e-16,27950928.929857828,499.6930119260053,173.36996703117677,12.464706776320709,male
2.1355405231865325e-20,1.7828077293106004e-19,4.4973621938914626e-21,2.8568126349544018e-21,9.222774349617832e-21,6.36596171466343e-21,5.900716206608535e-16,46826553.30104645,499.83763095543117,439.5545882721679,20.52094538465283,male
2.516642623471921e-20,1.3724336389062777e-19,6.513142063543742e-21,4.561352475433365e-21,1.2978758527744483e-20,8.417406052311118e-21,6.953740352349166e-16,39735479.954115815,499.799862053042,303.01646880616704,16.34788260784134,male
3.083101327391218e-20,1.4754520042773123e-19,6.5972076412324245e-21,4.296877580545215e-21,1.894129154645756e-20,1.4644413965912344e-20,8.518923560768256e-16,32434873.99997823,499.7124049775805,199.70675970102485,13.25779475518978,male
2.2197215467322204e-20,1.7223433907279745e-19,5.202737941704954e-21,4.0387217184340834e-21,9.537976692098862e-21,5.4992549736647786e-21,6.1333169913506405e-16,45050696.726774625,499.96681995678347,427.3515126176919,20.14100203824599,male
1.3775350828085742e-20,1.6505082400434536e-19,2.365569696029153e-21,1.5983187103648214e-21,4.188601630258883e-21,2.5902829198940614e-21,3.806269821786757e-16,72593433.4635235,499.90718909180856,480.9406254297674,21.833453791351797,male
8.613189306986905e-21,1.7801095013341636e-19,2.2529251353560616e-22,1.7269583470028433e-22,4.1490182363868198e-22,2.4220598893839765e-22,2.37991183854823e-16,116101013.57019807,499.99124122063836,494.8818754839503,22.289504732263595,male
3.22848009446581e-20,1.5675667280774833e-19,7.819435550782367e-21,5.1376966286777765e-21,1.8306765978907834e-20,1.3169069350230058e-20,8.920619910104632e-16,30974328.57024469,499.7585678504632,222.25087009349318,13.932041232108082,male
3.704407921187313e-20,1.7342913108704963e-19,8.571797984716998e-21,5.182346076376473e-21,2.177353090557475e-20,1.6591184829198277e-20,1.023565703473504e-15,26994868.230482344,499.7509238135928,186.89856019547184,12.881304140010585,male
2.240387189477577e-20,1.812832419066588e-19,4.7556593583406566e-21,2.9768739468712355e-21,9.926215025239811e-21,6.949341078368576e-21,6.190418240376218e-16,44635142.84943927,499.83202078709246,433.3895880848799,20.32826877273172,male
2.6065214393431874e-20,1.5128939217807554e-19,7.244632682416251e-21,5.012517481350945e-21,1.2792762117025066e-20,7.780244635674122e-21,7.202084657282764e-16,38365309.83290861,499.8573800303289,336.3183829260984,17.35325273307171,male
2.862017489146471e-20,1.7458019328392675e-19,7.415986823058815e-21,5.677856559351912e-21,1.36940281483681e-20,8.016171589016188e-21,7.908046254703206e-16,34940388.46416627,499.90541187613934,357.805954081821,18.00513067127664,male
8.171364871024807e-21,1.686299372152604e-19,2.177926260162717e-22,1.670620809860086e-22,4.007101136240937e-22,2.3364803263808512e-22,2.2578312679447004e-16,122378577.38029689,499.9900324278856,494.87707923347625,22.28934380098122,male
9.65323269922416e-21,1.7483643073796346e-19,6.4151687490108965e-22,4.924265977834156e-22,1.1781307953176136e-21,6.8570419753419805e-22,2.6672864588833217e-16,103592241.14980559,499.9802837283381,493.9978842231992,22.259987081919224,male
3.088192768097689e-20,1.5379399765733372e-19,7.777185464339351e-21,5.210559646244276e-21,1.6968086746492178e-20,1.1757527100247902e-20,8.532991712473911e-16,32381399.28350102,499.7746238481602,244.11631171727535,14.584086639246326,male
1.7050325895665176e-20,1.6648086604839343e-19,3.444820306556855e-21,2.6813001478712814e-21,6.311305871018374e-21,3.6300057231470925e-21,4.711178868500451e-16,58649906.351910226,499.9980859872559,463.47052668908844,21.274648587919177,male
1.391694446479086e-20,1.4931887969234477e-19,2.549184597924303e-21,1.763044760929843e-21,4.809190603030101e-21,3.0461458421002578e-21,3.845393638860684e-16,71854854.0914909,499.8802065228218,472.73605487819736,21.569782213532104,male
1.0295028296367642e-20,1.8576114559076787e-19,6.953487763801372e-22,5.342104980830385e-22,1.2764539611342731e-21,7.422434630512346e-22,2.8446210963289727e-16,97134265.34707388,499.9797968971588,493.9574240324187,22.2586408783464,male
3.825751830361783e-20,1.7966183257878656e-19,7.333024010439098e-21,3.678407247798322e-21,2.4161643450546245e-20,2.0483236202747923e-20,1.0570942623483131e-15,26138654.115547802,499.7207096806352,168.44082944380128,12.326083770235988,male
9.973427385302679e-21,1.4037735141902365e-19,1.3032287843824186e-21,1.0071204848867416e-21,2.394175579286362e-21,1.3870550943996204e-21,2.755759628762391e-16,100266435.13212568,499.9775568698874,488.58647441458453,22.0817617139111,male
9.808901241318678e-21,1.4030677743689555e-19,1.2927271533949689e-21,9.172029977400364e-22,2.2938928417472595e-21,1.3766898440072232e-21,2.710299375407586e-16,101948218.78688397,499.9341541089389,489.13227261934225,22.099610202684346,male
1.81841514657905e-20,1.6323179485051337e-19,3.900100608977215e-21,3.0363211240459688e-21,7.155100985967488e-21,4.1187798619215196e-21,5.024466461512645e-16,54992943.721647784,499.98827751960016,452.7654358498038,20.93617199138789,male
3.19168557383142e-20,1.5211475674825916e-19,6.921319700096691e-21,4.456898206936606e-21,1.942906743504486e-20,1.4972169228108256e-20,8.81895290701844e-16,31331408.0846756,499.7205144236455,197.4945253296632,13.192801374087267,male
2.1857039287746388e-20,1.3217484842569863e-19,3.668582648391618e-21,2.393172570881127e-21,1.4316934035972566e-20,1.1923761465091438e-20,6.039322961435e-16,45751851.78065982,499.6734036770857,330.0216664685944,17.15415077985528,male
2.6743064307158093e-20,1.4962487409067244e-19,7.313609150630486e-21,5.054466822298272e-21,1.3385484148767205e-20,8.331017326468933e-21,7.389381514729548e-16,37392873.72821341,499.83768295128965,318.36607013309504,16.810859708811204,male
1.5794112958556262e-20,1.4120457542166706e-19,3.115282394843467e-21,2.163342589538785e-21,6.524269690871507e-21,4.360927101332722e-21,4.3640744847707246e-16,63314731.15445612,499.83112811343585,451.15043938522956,20.88494449468908,male
1.3756253450952563e-20,1.8086129281456097e-19,2.0105588862008116e-21,1.559667751203344e-21,3.686442623633843e-21,2.1267748724304988e-21,3.8009929667935917e-16,72694212.6591157,499.9728645793299,485.8738161265938,21.993312888841288,male
2.6099032063416828e-20,1.371253976942166e-19,6.556725457207997e-21,4.565711395013756e-21,1.396224503393431e-20,9.396533638920552e-21,7.211428865650535e-16,38315598.20567933,499.77556188077097,279.7651242189881,15.64927249318385,male
2.5298599768535928e-20,1.5697860553101224e-19,4.549746861342557e-21,2.777841788518517e-21,1.4613700109206492e-20,1.1835858320687976e-20,6.990261191255745e-16,39527880.374719225,499.72940943775046,345.92968244004396,17.637907006574338,male
2.2898337815682818e-20,1.796268440006577e-19,4.839822025525537e-21,3.023910757667242e-21,1.0413422984080373e-20,7.389512226413131e-21,6.327044229147196e-16,43671293.12824759,499.8235423458057,426.63931162239925,20.11790108889367,male
1.906214139789665e-20,1.3799233665115416e-19,4.58150079646156e-21,3.504960851655781e-21,8.455010154775257e-21,4.9500493031194755e-21,5.267064120748744e-16,52460004.26649184,499.9194566566824,411.77659744356265,19.65841422702726,male
1.5357481294834668e-20,1.823118535793987e-19,2.564824725718863e-21,2.0003696935946775e-21,4.707923109361375e-21,2.7075534157666976e-21,4.243428564716572e-16,65114845.08164796,499.97626508962753,480.3939260317822,21.815834098398298,male
2.1143738826696135e-20,1.7831162469140993e-19,4.448546839312478e-21,2.8304318278873604e-21,9.039454571925254e-21,6.2090227440378936e-21,5.842230617480854e-16,47295326.0225255,499.84000005265875,441.43790647967364,20.579920338734144,male
3.3341061771566464e-20,1.5976497415982704e-19,7.883814801599895e-21,5.090113252777719e-21,1.9271686185934033e-20,1.4181572933156313e-20,9.212475552011867e-16,29993047.017892484,499.7512757115301,209.65047149154069,13.556891540812048,male
2.4732240856476036e-20,1.60278294782917e-19,4.673212582906799e-21,2.9022680131581575e-21,1.359161310201543e-20,1.0689345088857271e-20,6.833770430487431e-16,40433053.783332326,499.7499949317386,366.2282101967548,18.256726826768958,male
3.108751340813143e-20,1.5083344014692565e-19,4.374406271051047e-21,2.071304271992762e-21,2.2426613187564885e-20,2.0355308915572124e-20,8.589797157046534e-16,32167256.929141782,499.64692577074277,169.8809611856711,12.356789954331681,male
1.541935078979556e-20,1.8373330510044597e-19,2.760134617808352e-21,1.7923747782232747e-21,4.724172884235671e-21,2.931798106012396e-21,4.2605237327113536e-16,64853574.515026316,499.9102470784395,480.59878744516647,21.822420177681714,male
1.5342500054407365e-20,1.8217039261022956e-19,2.7459319210947746e-21,1.789279779839842e-21,4.722958176357075e-21,2.933678396517233e-21,4.239289095530873e-16,65178426.70987763,499.90932831537583,480.3742807413147,21.815175008279876,male
3.4985953317055536e-20,1.643405511924669e-19,6.694285774103162e-21,3.815153578259077e-21,2.2333254571147673e-20,1.8518100992888595e-20,9.666975866326472e-16,28582900.85519672,499.7061681367154,171.33546847356982,12.412513859883395,male
2.788932580502442e-20,1.3382847695736707e-19,5.1501229854167905e-21,3.3482015156833234e-21,1.9333976720952073e-20,1.598577520526875e-20,7.706105315397812e-16,35856012.97357857,499.65539418506484,186.50308078573178,12.859434306127367,male
3.152590267994303e-20,1.6839219051266959e-19,4.48234118042847e-21,1.67071332791445e-21,2.1015102333575634e-20,1.9344389005661183e-20,8.710928532984384e-16,31719949.201077025,499.68702455247455,244.66472973967612,14.582350551499667,male
1.1050395101819439e-20,1.8259263094467779e-19,1.01206861187908e-21,7.802381422678665e-22,1.8613033017872427e-21,1.0810651595193762e-21,3.053336669356145e-16,90494502.85137105,499.9751409129367,492.711927294678,22.2173368324485,male
3.345328417288084e-20,1.7436074999318942e-19,4.801014532445867e-21,1.4323346284542796e-21,2.2369230193537364e-20,2.0936895565083083e-20,9.243483698572738e-16,29892432.332964417,499.6905275094227,224.39676105262126,13.976163004332804,male
3.146495383046355e-20,1.4908158078803394e-19,5.863121913711501e-21,3.5898425083579485e-21,2.0774943689365294e-20,1.7185101181007345e-20,8.694087804859161e-16,31781391.984652147,499.6825926310972,177.08848464748053,12.581588521487593,male
9.688473098991793e-21,1.7639975523002366e-19,6.280056269573112e-22,4.83037837751053e-22,1.1573366440355207e-21,6.742988062844677e-22,2.677023735686693e-16,103215439.57143462,499.9805944734214,494.05292147123583,22.261818828100832,male
3.3963472064089547e-20,1.613931785960678e-19,5.695038770966511e-21,2.9716316881801494e-21,2.2735701116500968e-20,1.9764069428320817e-20,9.384453865718593e-16,29443398.250816263,499.6835581097472,168.1448560458898,12.31235149749909,male
1.2690914792411144e-20,1.447385003247094e-19,2.209483090539085e-21,1.5426292103741534e-21,4.104977655958286e-21,2.5623484455841325e-21,3.506629134993028e-16,78796527.20455402,499.8915393567257,477.6289014900041,21.72673344841343,male
1.728075055625973e-20,1.4572379727091528e-19,3.4616414939815285e-21,2.3739114852393537e-21,7.501208753831437e-21,5.127297268592084e-21,4.774847619850895e-16,57867857.881815255,499.8183456983685,441.30070610942977,20.575571067012884,male
1.1858070990441261e-20,1.636611780767749e-19,1.6507984813962277e-21,1.1696520326634678e-21,2.9576985135020922e-21,1.7880464808386246e-21,3.2765058300551607e-16,84330749.29844457,499.93156885700074,487.8704819235216,22.05836373702049,male
3.073272305904273e-20,1.8136481077945878e-19,5.544849362028939e-21,2.8222236667925056e-21,1.789064861695965e-20,1.5068424950167143e-20,8.49176485956751e-16,32538608.076203987,499.74370057556814,320.39059266922175,16.86339113614466,male
3.796190236526519e-20,1.7812212079185845e-19,7.29610358122365e-21,3.729599586891483e-21,2.3959237436505446e-20,2.0229637849613963e-20,1.0489260926869014e-15,26342200.354976825,499.7198114810688,168.37641997762364,12.324449871685704,male
3.064846772693854e-20,1.7114724168942812e-19,8.418645859669801e-21,6.052533844474679e-21,1.5180150268388898e-20,9.12761642391422e-21,8.4684842870323e-16,32628059.567542426,499.86862009518626,318.7411504770592,16.822709415233252,male
2.7213251333191555e-20,1.3078984696533666e-19,4.7698670169339434e-21,3.078188397578246e-21,1.972023530069332e-20,1.6642046903115074e-20,7.519299043739564e-16,36746804.52436644,499.6379614435564,182.1202735450854,12.72708378896391,male
3.2915591281693544e-20,1.664653005556451e-19,4.454297908378292e-21,1.3059422006941574e-21,2.2890876649050877e-20,2.158493444835672e-20,9.094913689536473e-16,30380740.37186569,499.67077092666784,196.68023939395925,13.149230231718118,male
2.1847346421263346e-20,1.596904360278122e-19,5.241676401047836e-21,4.0469403783975346e-21,9.659234388694189e-21,5.6122940102966544e-21,6.036644643146327e-16,45772150.199168496,499.9437660763061,414.0315079972838,19.72804687674329,male
3.2942696658153495e-20,1.7928543887717016e-19,5.19400244243882e-21,2.036924153561932e-21,2.0815566828547236e-20,1.8778642674985305e-20,9.102403137486234e-16,30355742.983632527,499.7128455119066,263.73955022298003,15.155465432951681,male
1.7560723327432195e-20,1.475858663204967e-19,3.914184759735482e-21,3.0254550160512605e-21,7.19269036619951e-21,4.16723535014825e-21,4.852206949813248e-16,56945263.52445762,499.96630821785794,442.6662808377944,20.6189787813357,male
3.4640658865105e-20,1.6767245333031123e-19,5.320593656092628e-21,2.2500340389770184e-21,2.3459241737791444e-20,2.1209207698814427e-20,9.571567472573978e-16,28867812.20111231,499.6823852137386,174.06363919384532,12.483522887233113,male
2.315490313795852e-20,1.3120792888857644e-19,5.990651251220673e-21,4.243198743010878e-21,1.1712042484776543e-20,7.468843741765665e-21,6.397935997905618e-16,43187398.24549577,499.8086726256392,323.11817585622185,16.953608719968333,male
3.282470460652605e-20,1.664859272556258e-19,4.429182170773281e-21,1.2810399904616285e-21,2.2828310461485922e-20,2.1547270471024292e-20,9.069800773120452e-16,30464860.074502442,499.6707542543189,198.5933217150449,13.205957843342322,male
2.1650259444050048e-20,1.3381887078346046e-19,3.760262022709193e-21,2.4742056794491187e-21,1.3587126780822043e-20,1.1112921101372924e-20,5.982187574876759e-16,46188823.93693747,499.68809591535575,342.2645447670917,17.526032497440326,male
3.6781703710778665e-20,1.8130124045026599e-19,1.0445113062511016e-20,6.652582135875206e-21,1.953369891733794e-20,1.2881116781462734e-20,1.0163159976893645e-15,27187431.138178702,499.81908173432544,242.53097056837785,14.53960505794896,male
1.7231976242086704e-20,1.378289521812297e-19,3.436346936638603e-21,2.3790368096965083e-21,7.915941349322558e-21,5.5369045396260494e-21,4.761370801205427e-16,58031650.18238645,499.7952566775198,430.67427481162343,20.243474475308453,male
3.1113992530787236e-20,1.506320579122386e-19,7.19530953023714e-21,4.752274117993138e-21,1.8126054369201687e-20,1.3373780251208549e-20,8.597113609609524e-16,32139881.441588826,499.7391573492992,216.27502914813144,13.752775607579368,male
1.5986937991662526e-20,1.8210408164553261e-19,2.9640729500336032e-21,1.9269175402097996e-21,5.1704293332576305e-21,3.243511793047831e-21,4.4173538780925517e-16,62551066.15841275,499.9020697656441,477.5457882317336,21.724066663269767,male
1.9179678473720874e-20,1.4858779131835814e-19,3.855999122196243e-21,2.6039209542813805e-21,8.968278812447088e-21,6.364357858165707e-21,5.299540784579433e-16,52138518.40894109,499.7958980638557,423.4898835636074,20.019869227714942,male
3.6952588010415726e-20,1.749929633120618e-19,9.262044279787746e-21,5.763911408215649e-21,2.091196771387914e-20,1.5148056305663492e-20,1.0210377076160118e-15,27061705.033236332,499.7731936522055,203.7523003164787,13.383813102908206,male
3.2091638044344617e-20,1.6344573498433e-19,4.2086191275737516e-21,1.2075611794793402e-21,2.25247068176004e-20,2.131714563812106e-20,8.867247007036709e-16,31160766.26284432,499.66409367792124,199.89319081039397,13.243856442148953,male
2.4439857929116712e-20,1.6986612306080098e-19,4.914512101575574e-21,3.0530557305769486e-21,1.2371505537014437e-20,9.318449806437488e-21,6.75298201057959e-16,40916769.129352495,499.783169714855,392.9793670268249,19.076778383678928,male
2.4298071596588546e-20,1.3961877491021265e-19,3.710694640760451e-21,2.227314915233026e-21,1.6521576036412914e-20,1.429426112117989e-20,6.713805092779059e-16,41155530.401781425,499.6623412708216,297.9644115502037,16.18423602017246,male
2.2185897045843622e-20,1.3762024593833833e-19,5.9616927054653545e-21,4.215620842931678e-21,1.0564555135014704e-20,6.348934292083026e-21,6.130189703180001e-16,45073679.92015591,499.86415951911096,363.6144220243696,18.181674889516504,male
7.939922666142265e-21,1.592641201997418e-19,2.83449447633321e-22,2.1753118089178675e-22,5.222208825547543e-22,3.0468970166296756e-22,2.1938814541895953e-16,125945812.0674333,499.98844505457123,494.7644986188247,22.28557000719378,male
8.402227010332934e-21,1.8583928668095103e-19,2.899248852661716e-23,2.2205538408764363e-23,5.35773901225899e-23,3.137185171382553e-23,2.3216207733656856e-16,119016066.4752836,499.99877219980806,495.0001812589648,22.293480334823762,male
1.2256230671534e-20,1.4962436652805698e-19,1.9738182629983152e-21,1.5307965728116962e-21,3.6315806236150276e-21,2.1007840508033313e-21,3.3865214594921784e-16,81591154.65889476,499.98217802206045,482.09082803051837,21.870646274969197,male
2.6573691138996714e-20,1.3905469236716084e-19,2.8830639170878773e-21,9.771098442449914e-22,2.1032045151575952e-20,2.0054935307330962e-20,7.34258200947432e-16,37631205.2903404,499.6045198931306,209.98893665639457,13.540607407240312,male
1.5263982315998108e-20,1.6803670228203412e-19,2.825591314659138e-21,1.8904546721327895e-21,5.113511837734598e-21,3.2230571656018088e-21,4.2175938921723323e-16,65513703.734828986,499.8920384336145,474.9176116219773,21.639668500660687,male
3.0091524391898235e-20,1.6872069079135224e-19,4.750682925216371e-21,2.291674718974497e-21,1.8959126705462484e-20,1.6667451986487986e-20,8.314595165108869e-16,33231949.869603436,499.70698502060526,284.93729801502496,15.792531272869072,male
2.785956694375999e-20,1.3382518775595331e-19,5.2564804152639714e-21,3.442036119639057e-21,1.907468952279826e-20,1.5632653403159203e-20,7.697882638183372e-16,35894313.428426735,499.66036828897256,189.6274913838584,12.952991834795679,male
2.759641240488702e-20,1.7562792968707168e-19,5.304543177033639e-21,3.0634638573886793e-21,1.5059901165406803e-20,1.1996437308018124e-20,7.625170222766242e-16,36236595.28364305,499.76175483338864,358.92779568014015,18.034057859555908,male
3.435873309561963e-20,1.645218140682214e-19,5.5008186782529765e-21,2.6210866334533415e-21,2.3211386745410536e-20,2.0590300111957196e-20,9.493668514336983e-16,29104682.980473675,499.6823650153223,169.65841745598195,12.355053291481745,male
2.548940574434286e-20,1.425437482022504e-19,3.635434269237669e-21,2.0250577956068462e-21,1.7789216066234706e-20,1.576415827062786e-20,7.042982873860013e-16,39231986.634735,499.6539189765247,277.6359856774775,15.571425632420267,male
8.652544559614433e-21,1.514087559876044e-19,6.581681449088462e-22,5.059328017636776e-22,1.2135279528861748e-21,7.075951511224972e-22,2.3907861843378006e-16,115572939.47031614,499.9790544133346,493.5901687958106,22.24643579157351,male
2.576275650656246e-20,1.3926207956561062e-19,3.2014592358886858e-21,1.5570993795800808e-21,1.9357275922900606e-20,1.7800176543320524e-20,7.11851248979727e-16,38815723.21300399,499.62481282742476,245.5904935987227,14.607734881997954,male
3.1832409532399784e-20,1.5212099145161622e-19,7.022982738184398e-21,4.549017639087362e-21,1.9154479670253933e-20,1.460546203116657e-20,8.795619558065499e-16,31414525.21256909,499.7253543914334,201.39928023548703,13.309322492593852,male
1.080210832105142e-20,1.5128961592648342e-19,1.4245303395653516e-21,1.1018955013140253e-21,2.6122538479272425e-21,1.5103583466132172e-21,2.9847326011032437e-16,92574521.66567051,499.975893408679,488.4112815755912,22.076034896952585,male
1.6609069690522097e-20,1.5370751560844744e-19,3.2896940199289927e-21,2.2391468994861755e-21,6.610894873156839e-21,4.371747973670664e-21,4.589255314329222e-16,60208069.15993019,499.84827122537376,456.23083494076474,21.045211556203885,male
3.310089195679997e-20,1.7552825527170025e-19,9.747490720970212e-21,6.4170204401317976e-21,1.682108574727908e-20,1.0404065307147281e-20,9.146114127086165e-16,30210667.265582293,499.85123464139133,290.9718891513464,15.987730943758779,male
2.442917216894867e-20,1.4119059482962894e-19,3.794700005640013e-21,2.283774723902424e-21,1.6325243659428483e-20,1.404146893552606e-20,6.750029515133298e-16,40934666.86113237,499.66900736419683,302.35495726007184,16.31688610371862,male
3.087514840720595e-20,1.5222550470045076e-19,7.568744237994601e-21,5.056810516937032e-21,1.72830358338003e-20,1.2226225316863268e-20,8.531118534710823e-16,32388509.285407897,499.76230589998573,234.93895949079604,14.309891743749603,male
8.64179032127978e-21,1.8113870726440684e-19,1.8653886901833004e-22,1.4279486612761237e-22,3.444567207029006e-22,2.0166185457528825e-22,2.3878145796086343e-16,115716763.71033294,499.99269772101155,494.92266711334213,22.29087404403196,male
3.1794821489313177e-20,1.7313905171576302e-19,4.838427007882543e-21,1.9869594199442655e-21,2.0462423148402958e-20,1.8475463728458692e-20,8.785233529603901e-16,31451663.665761687,499.70296222102917,262.7934796693215,15.126689089905335,male
2.934846976773575e-20,1.704836132911447e-19,4.975615037130975e-21,2.6126399454042197e-21,1.769550188773644e-20,1.508286194233222e-20,8.109281579465443e-16,34073327.74970803,499.7235283824396,309.6277195080847,16.537557239561295,male
2.497437683975602e-20,1.3624227722520659e-19,3.1831325377286116e-21,1.6638135639726622e-21,1.8878219210460726e-20,1.7214405646488064e-20,6.900675146307975e-16,40041040.11846647,499.62213391336024,253.54265914495608,14.846332573926297,male
2.016579269231687e-20,1.4048872202924763e-19,3.902715591804531e-21,2.6325507425371568e-21,1.0653403529371581e-20,8.020852786834425e-21,5.57201423557132e-16,49588926.923104845,499.75065656752594,393.11812557214904,19.08085752475384,male
3.538615782109887e-20,1.7362671995569413e-19,9.598009477129502e-21,6.184327519556507e-21,1.902489300388505e-20,1.2840565484328542e-20,9.777556425679842e-16,28259638.710758682,499.8029845838352,237.1869896344538,14.379549033353237,male
2.4059785141002144e-20,1.4525277506890731e-19,6.516182803820496e-21,4.616143681848709e-21,1.157299594189448e-20,6.95685226004577e-21,6.647964095985204e-16,41563131.93153153,499.86490564292495,353.12790612897726,17.862805997726053,male
3.1541039598537214e-20,1.5059257627010474e-19,6.829190489183027e-21,4.418991297449119e-21,1.9233117627578583e-20,1.4814126330129465e-20,8.715111074925826e-16,31704726.42212496,499.71868980991394,198.87601402914558,13.233689827281127,male
2.8040014790049e-20,1.7713210809077477e-19,5.375950758265239e-21,3.0639924783880885e-21,1.536348491943253e-20,1.229949244104444e-20,7.747742085928178e-16,35663320.27738037,499.76102266563646,355.6201732645579,17.933237372559596,male
2.522410374233409e-20,1.356641935478854e-19,6.430892677506897e-21,4.504032624512467e-21,1.3235214623770042e-20,8.731181999257574e-21,6.969677240937976e-16,39644620.69452146,499.7877091404839,294.50570724071656,16.091802086156083,male
3.1576191668542384e-20,1.5370820082845723e-19,7.566852722022703e-21,5.0026003409106145e-21,1.797122063723532e-20,1.2968620296324707e-20,8.724823941308613e-16,31669431.262428902,499.75357029195123,223.47558352459066,13.968082219407785,male
2.1957092199376193e-20,1.5338395387912288e-19,5.373509200934512e-21,4.118152752505327e-21,9.876317426638889e-21,5.758164674133562e-21,6.06696854196638e-16,45543372.17682644,499.92564899948803,402.3660835621102,19.3680952236874,male
2.786587748694503e-20,1.6680203420664918e-19,7.29625884121311e-21,5.55219390423435e-21,1.3392762322871655e-20,7.840568418637305e-21,7.699626206562729e-16,35886184.75532869,499.89038518131537,350.1863839356433,17.77368275645392,male
3.3726590174566084e-20,1.6467470506685077e-19,4.911449122548966e-21,1.957468326623092e-21,2.3217355958049033e-20,2.1259887631425943e-20,9.31900097026492e-16,29650196.73055171,499.6732427541223,176.65070259566886,12.558176386763288,male
3.0635402219300085e-20,1.6057675395109278e-19,3.9714151504374366e-21,1.3034803234313043e-21,2.1405790204342357e-20,2.0102309880911052e-20,8.464874188930534e-16,32641974.911150217,499.6635595081181,223.73584044383153,13.954776842676466,male
3.6375469877605144e-20,1.8135979683389664e-19,1.0478372043272925e-20,6.707397241927738e-21,1.9108200879084186e-20,1.2400803637156448e-20,1.0050913420754257e-15,27491054.816342417,499.8264533839831,251.21552013545963,14.798651952503665,male
3.2322613842276943e-20,1.693341019100459e-19,9.209015458285291e-21,6.113062035617258e-21,1.6563432681410917e-20,1.0450370645793659e-20,8.931067958792086e-16,30938092.977327015,499.8361596633856,283.05378782070335,15.750026843132986,male
3.2916589321743774e-20,1.629542253770572e-19,8.583887345670671e-21,5.655979744994394e-21,1.788309734126998e-20,1.2227117596275585e-20,9.095189469759017e-16,30379819.21948408,499.7894626134561,241.8034129624332,14.516099755524378,male
3.2327151783768034e-20,1.5696997390143893e-19,4.636487164519281e-21,2.0676016202615133e-21,2.2810889898722654e-20,2.074328827846114e-20,8.932321878705297e-16,30933750.02586084,499.6596685711939,171.82886748812246,12.415130648375719,male
2.4114580191884228e-20,1.3324107738912782e-19,3.2047088833142746e-21,1.7998839314421493e-21,1.8001066152113765e-20,1.6201182220671615e-20,6.663104561490265e-16,41468688.907598116,499.6220552676842,264.6199725473737,15.179150628424997,male
3.105495095959373e-20,1.5220362284835625e-19,7.510111207460323e-21,4.99966218519067e-21,1.7562903566016834e-20,1.2563241380826163e-20,8.58079981588333e-16,32200985.677165017,499.7566332513506,229.44776584235692,14.146016203827045,male
3.0331381535866344e-20,1.5904307811146624e-19,3.888127621348509e-21,1.288198457010481e-21,2.1342551752062625e-20,2.0054353295052143e-20,8.380870174781439e-16,32969155.36632851,499.66017148403404,223.39420216998505,13.944373744813415,male
3.6458805609274217e-20,1.7040896822580518e-19,7.480114972415822e-21,4.2952238483917205e-21,2.2592588991664153e-20,1.8297365143272433e-20,1.0073939972829615e-15,27428217.12745346,499.7238593915191,173.49254768528215,12.479308504363908,male
1.4455023773029155e-20,1.823791556334712e-19,2.2354055566473396e-21,1.7401084266599676e-21,4.105539535762161e-21,2.3654311091021932e-21,3.99407033632781e-16,69180101.68346117,499.97374072184635,483.8873103583569,21.928808589856555,male
1.0979047976654897e-20,1.3548966194141235e-19,1.757200952242723e-21,1.2455837415333707e-21,3.22124631598937e-21,1.9756625744559992e-21,3.033622879977836e-16,91082579.57387316,499.90488066785844,482.6765940187171,21.889570206475618,male
2.85733195908343e-20,1.4178895752511098e-19,3.418319937074386e-21,1.3907363872689643e-21,2.2168213229123605e-20,2.077747684185464e-20,7.895099760459933e-16,34997684.65453649,499.6133344351948,174.4663469965949,12.486843314729313,male
